201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS OPEN(PwD) Gender-Neutral 175079 175079
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS SC Gender-Neutral 60504 73004
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS SC Female-only 101866 101866
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4146 Information Technology OS ST Gender-Neutral 114763 116769
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering AI ST Gender-Neutral 189591 231589
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering AI ST Female-only 318965 318965
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering HS OBC-NCL Gender-Neutral 157780 301679
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering HS OBC-NCL Female-only 127657 189879
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering HS GEN-EWS Gender-Neutral 57074 97732
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering HS GEN-EWS Female-only 84988 84988
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering HS OPEN Gender-Neutral 30736 43001
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering HS OPEN Female-only 28668 41953
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering HS SC Gender-Neutral 168730 234848
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering HS SC Female-only 140103 208553
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS OBC-NCL Gender-Neutral 35179 43688
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS OBC-NCL Female-only 56989 61767
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS GEN-EWS Gender-Neutral 37786 41238
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS GEN-EWS Female-only 53120 53120
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS OPEN Gender-Neutral 20669 34729
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS OPEN Female-only 26066 42654
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS SC Gender-Neutral 115237 145547
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS SC Female-only 212945 227807
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS ST Gender-Neutral 235540 240959
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4148 Instrumentation and Control Engineering OS ST Female-only 354088 354088
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4149 Industrial and Production Engineering AI OBC-NCL Gender-Neutral 42232 44372
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4149 Industrial and Production Engineering AI GEN-EWS Gender-Neutral 43298 44390
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4149 Industrial and Production Engineering AI ST Gender-Neutral 194790 219157
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4149 Industrial and Production Engineering AI ST Female-only 286999 286999
201 Dr. B R Ambedkar National Institute of Technology, Jalandhar 4149 Industrial and Production Engineering HS OBC-NCL Gender-Neutral 168454 510470
